Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
3977333714,4/14/2016,7641,5.1100001335,5.1100001335,0.0,0.3199999928,0.9700000286,3.8199999332,0.0,5,23,214,801,1433
4020332650,4/14/2016,108,0.0799999982,0.0799999982,0.0,0.0,0.0,0.0299999993,0.0,0,0,3,1437,2011
4020332650,4/24/2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1980
4057192912,4/13/2016,5974,4.4699997902,4.4699997902,0.0,0.0,0.0,4.3699998856,0.0,0,0,160,1280,2306
4319703577,4/15/2016,5664,3.7999999523,3.7999999523,0.0,0.0,0.0,3.7999999523,0.0,0,0,228,752,1985
4319703577,4/17/2016,29,0.0199999996,0.0199999996,0.0,0.0,0.0,0.0199999996,0.0,0,0,3,1363,1464
4319703577,4/23/2016,4935,3.3099999428,3.3099999428,0.0,0.0,0.0,3.3099999428,0.0,0,0,233,546,1945
4319703577,5/9/2016,10378,6.9600000381,6.9600000381,0.0,0.1400000006,0.5600000024,6.25,0.0,2,14,374,490,2345
4319703577,5/11/2016,9129,6.1300001144,6.1300001144,0.0,0.200000003,0.7400000095,5.1799998283,0.0,3,18,311,574,2232
4388161847,4/18/2016,11009,9.1000003815,9.1000003815,0.0,3.5599999428,0.400000006,5.1399998665,0.0,27,8,239,1017,3274
4388161847,4/19/2016,10181,7.8299999237,7.8299999237,0.0,1.3700000048,0.6899999976,5.7699999809,0.0,20,16,249,704,3015
4388161847,4/22/2016,12139,9.3400001526,9.3400001526,0.0,3.2999999523,1.1100000143,4.9200000763,0.0,77,25,220,945,3544
4388161847,4/24/2016,10243,7.8800001144,7.8800001144,0.0,1.0800000429,0.5099999905,6.3000001907,0.0,14,8,239,584,2885
4388161847,4/26/2016,9461,7.2800002098,7.2800002098,0.0,0.9399999976,1.0599999428,5.2699999809,0.0,14,23,224,673,2929
4388161847,4/28/2016,10074,7.75,7.75,0.0,1.2899999619,0.4300000072,6.0300002098,0.0,19,9,234,878,2969
4388161847,5/6/2016,13175,10.1300001144,10.1300001144,0.0,2.1099998951,2.0899999142,5.9299998283,0.0,33,45,262,1100,3425
4388161847,5/11/2016,10201,7.8400001526,7.8400001526,0.0,0.5299999714,0.7900000215,6.5300002098,0.0,8,18,256,858,2954
4388161847,5/12/2016,3369,2.5899999142,2.5899999142,0.0,0.0,0.0,2.5899999142,0.0,0,0,108,825,1623
4445114986,4/30/2016,6222,4.1799998283,4.1799998283,0.0,0.0,0.0,4.1799998283,0.0,0,0,290,797,2363
4445114986,5/7/2016,5183,3.5899999142,3.5899999142,0.0,2.1300001144,0.1899999976,1.25,0.0,26,4,108,866,2123
4558609924,4/12/2016,5135,3.3900001049,3.3900001049,0.0,0.0,0.0,3.3900001049,0.0,0,0,318,1122,1909
4558609924,4/16/2016,7289,4.8200001717,4.8200001717,0.0,0.5500000119,0.75,3.5,0.0,8,12,308,1112,1997
4558609924,4/21/2016,13743,9.0799999237,9.0799999237,0.0,0.4199999869,0.9700000286,7.6999998093,0.0,6,21,432,844,2486
4445114986,5/10/2016,3915,2.6300001144,2.6300001144,0.0,0.0,0.0,2.6300001144,0.0,0,0,231,783,2181
4558609924,4/13/2016,4978,3.2899999619,3.2899999619,0.0,1.2400000095,0.4399999976,1.6100000143,0.0,19,7,127,1287,1722
4558609924,4/15/2016,7795,5.1500000954,5.1500000954,0.0,0.5899999738,0.8399999738,3.7300000191,0.0,17,30,262,1131,2121
4558609924,4/18/2016,8940,5.9099998474,5.9099998474,0.0,0.9800000191,0.9300000072,4.0,0.0,14,15,331,1080,2116
1503960366,4/12/2016,13162,8.5,8.5,0.0,1.8799999952,0.5500000119,6.0599999428,0.0,25,13,328,728,1985
1624580081,4/14/2016,9107,5.9200000763,5.9200000763,0.0,0.0,0.0,5.9099998474,0.0099999998,0,0,236,1204,1572
1624580081,4/22/2016,4026,2.6199998856,2.6199998856,0.0,0.0,0.0,2.5999999046,0.0,0,0,199,1241,1470
1624580081,4/29/2016,2390,1.5499999523,1.5499999523,0.0,0.0,0.0,1.5499999523,0.0,0,0,150,1290,1404
1624580081,4/30/2016,6474,4.3000001907,4.3000001907,0.0,0.8999999762,1.2799999714,2.1199998856,0.0099999998,11,23,224,1182,1655
1624580081,5/4/2016,2193,1.4299999475,1.4299999475,0.0,0.0,0.0,1.4199999571,0.0,0,0,118,1322,1368
1644430081,4/20/2016,2436,1.7699999809,1.7699999809,0.0,0.0,0.0,1.7599999905,0.0099999998,0,0,125,1315,2430
1644430081,4/25/2016,3580,2.5999999046,2.5999999046,0.0,0.5899999738,0.0599999987,1.9500000477,0.0,8,1,94,1337,2497
1844505072,4/17/2016,4525,2.9900000095,2.9900000095,0.0,0.1400000006,0.2599999905,2.5899999142,0.0,2,8,199,1231,1793
1844505072,4/18/2016,4597,3.0399999619,3.0399999619,0.0,0.0,0.4799999893,2.5599999428,0.0,0,12,217,1211,1814
1844505072,4/19/2016,197,0.1299999952,0.1299999952,0.0,0.0,0.0,0.1299999952,0.0,0,0,10,1430,1366
1844505072,5/1/2016,2573,1.7000000477,1.7000000477,0.0,0.0,0.2599999905,1.4500000477,0.0,0,7,75,585,1541
1844505072,5/7/2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347
1927972279,4/16/2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2064
1927972279,4/17/2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063
1927972279,4/18/2016,244,0.1700000018,0.1700000018,0.0,0.0,0.0,0.1700000018,0.0,0,0,17,1423,2111
1927972279,4/19/2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063
1927972279,4/28/2016,1675,1.1599999666,1.1599999666,0.0,0.0,0.0,1.1599999666,0.0,0,0,95,1167,2351
1927972279,5/3/2016,1326,0.9200000167,0.9200000167,0.0,0.7300000191,0.0,0.1800000072,0.0,10,0,17,1413,2195
1927972279,5/8/2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063
2022484408,4/13/2016,12024,8.5,8.5,0.0,2.9900000095,0.1000000015,5.4099998474,0.0,43,5,292,1100,2601
2022484408,4/14/2016,10690,7.5,7.5,0.0,2.4800000191,0.2099999934,4.8200001717,0.0,32,3,257,1148,2312
2022484408,4/18/2016,14131,10.0699996948,10.0699996948,0.0,3.6400001049,0.1199999973,6.3000001907,0.0,48,3,311,1078,2770
2022484408,4/30/2016,18387,12.9099998474,12.9099998474,0.0,0.9399999976,1.3999999762,10.5699996948,0.0,13,23,361,1043,2732
2022484408,5/1/2016,10538,7.4000000954,7.4000000954,0.0,1.9400000572,0.9599999785,4.5,0.0,25,28,245,1142,2380
2026352035,4/19/2016,2424,1.5,1.5,0.0,0.0,0.0,1.5,0.0,0,0,141,785,1356
2320127002,4/18/2016,6559,4.4200000763,4.4200000763,0.0,0.0,0.2599999905,4.1399998665,0.0,0,7,260,1173,1905
2320127002,4/20/2016,7192,4.8499999046,4.8499999046,0.0,0.0,0.4900000095,4.3400001526,0.0,0,11,283,1146,1922
2320127002,5/12/2016,2661,1.7899999619,1.7899999619,0.0,0.0,0.0,1.7899999619,0.0,0,0,128,830,1125
2347167796,4/22/2016,7804,5.1599998474,5.1599998474,0.0,0.5600000024,1.6799999475,2.9200000763,0.0,9,27,206,781,1946
2347167796,4/25/2016,9482,6.3800001144,6.3800001144,0.0,1.2699999809,0.5199999809,4.5999999046,0.0,15,11,277,653,2095
2347167796,4/27/2016,11423,7.5799999237,7.5799999237,0.0,1.8600000143,0.400000006,5.3200001717,0.0,26,9,295,623,2194
2873212765,4/17/2016,2524,1.7000000477,1.7000000477,0.0,0.0,0.349999994,1.3400000334,0.0,0,8,160,1272,1529
2873212765,4/23/2016,9317,6.3499999046,6.3499999046,0.0,2.0899999142,0.2300000042,4.0199999809,0.0099999998,28,5,330,1077,2021
2873212765,4/25/2016,7373,4.9499998093,4.9499998093,0.0,0.0,0.0,4.9499998093,0.0,0,0,359,1081,1907
2873212765,4/28/2016,7913,5.4099998474,5.4099998474,0.0,2.1600000858,0.3400000036,2.9100000858,0.0,28,7,213,1192,1835
2873212765,5/1/2016,7399,4.9699997902,4.9699997902,0.0,0.4900000095,1.0399999619,3.4400000572,0.0,7,18,196,1219,1739
2873212765,5/2/2016,7525,5.0599999428,5.0599999428,0.0,0.0,0.2099999934,4.8299999237,0.0199999996,0,7,334,1099,1878
2873212765,5/4/2016,8278,5.5599999428,5.5599999428,0.0,0.0,0.0,5.5599999428,0.0,0,0,420,1020,2015
2873212765,5/7/2016,4940,3.3800001144,3.3800001144,0.0,2.2799999714,0.5500000119,0.5500000119,0.0,75,11,52,1302,1897
2873212765,5/10/2016,8275,5.5599999428,5.5599999428,0.0,0.0,0.0,5.5500001907,0.0099999998,0,0,373,1067,1962
3372868164,4/12/2016,4747,3.2400000095,3.2400000095,0.0,0.0,0.0,3.2300000191,0.0099999998,0,0,280,1160,1788
3372868164,4/14/2016,8844,6.0300002098,6.0300002098,0.0,0.3400000036,1.0299999714,4.6500000954,0.0099999998,6,25,370,1039,2065
3372868164,4/19/2016,7711,5.2600002289,5.2600002289,0.0,0.0,0.0,5.2399997711,0.0199999996,0,0,376,1064,1985
3372868164,4/26/2016,8283,5.7899999619,5.7899999619,0.0,1.8500000238,0.0500000007,3.8699998856,0.0099999998,22,2,333,1083,2057
3977333714,4/15/2016,9010,6.0599999428,6.0599999428,0.0,1.0499999523,1.75,3.2599999905,0.0,15,42,183,644,1468
3977333714,4/16/2016,13459,9.0,9.0,0.0,2.0299999714,4.0,2.9700000286,0.0,31,83,153,663,1625
3977333714,4/18/2016,11663,7.8000001907,7.8000001907,0.0,0.25,3.7300000191,3.8199999332,0.0,4,95,214,605,1584
3977333714,4/29/2016,10645,7.75,7.75,0.0,3.7400000095,1.2999999523,2.7100000381,0.0,36,32,150,744,1545
4020332650,4/20/2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1980
4020332650,5/8/2016,5862,4.1999998093,4.1999998093,0.0,0.0,0.0,4.1500000954,0.0,0,0,263,775,3089
4057192912,4/12/2016,5394,4.0300002098,4.0300002098,0.0,0.0,0.0,3.9400000572,0.0,0,0,164,1276,2286
4319703577,5/8/2016,3672,2.4600000381,2.4600000381,0.0,0.0,0.0,2.4600000381,0.0,0,0,153,603,1792
4319703577,5/12/2016,17,0.0099999998,0.0099999998,0.0,0.0,0.0,0.0099999998,0.0,0,0,2,0,257
4388161847,4/12/2016,10122,7.7800002098,7.7800002098,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2955
4388161847,4/21/2016,10055,7.7300000191,7.7300000191,0.0,0.3700000048,0.3899999857,6.9800000191,0.0,7,12,272,853,3069
4388161847,5/10/2016,10299,7.9200000763,7.9200000763,0.0,0.8100000024,0.6499999762,6.4600000381,0.0,13,14,267,648,3061
4445114986,4/16/2016,3945,2.6500000954,2.6500000954,0.0,0.0,0.0,2.6500000954,0.0,0,0,225,716,2180
4445114986,4/18/2016,6155,4.2399997711,4.2399997711,0.0,2.0,0.2899999917,1.9500000477,0.0,25,6,162,1247,2248
4445114986,4/22/2016,6831,4.5799999237,4.5799999237,0.0,0.0,0.0,4.5799999237,0.0,0,0,317,706,2432
4445114986,4/23/2016,4363,2.9300000668,2.9300000668,0.0,0.0,0.0,2.9300000668,0.0,0,0,201,1239,2149
4445114986,5/3/2016,7502,5.1799998283,5.1799998283,0.0,2.4800000191,0.1099999994,2.5799999237,0.0,30,2,233,725,2421
4445114986,5/4/2016,2923,1.9600000381,1.9600000381,0.0,0.0,0.0,1.9600000381,0.0,0,0,180,897,2070
4558609924,4/20/2016,4803,3.1700000763,3.1700000763,0.0,0.0,0.0,3.1700000763,0.0,0,0,222,1218,1788
1503960366,4/18/2016,13019,8.5900001526,8.5900001526,0.0,3.25,0.6399999857,4.7100000381,0.0,42,16,233,1149,1921
1503960366,4/21/2016,9819,6.3400001526,6.3400001526,0.0,1.3400000334,0.349999994,4.6500000954,0.0,19,8,211,838,1775
1503960366,4/26/2016,13755,8.7899999619,8.7899999619,0.0,2.3299999237,0.9200000167,5.5399999619,0.0,31,23,279,833,1970
1503960366,4/30/2016,14673,9.25,9.25,0.0,3.5599999428,1.4199999571,4.2699999809,0.0,52,34,217,712,1947
1503960366,5/2/2016,14727,9.7100000381,9.7100000381,0.0,3.2100000381,0.5699999928,5.9200000763,0.0,41,15,277,798,2004
1503960366,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,0
1624580081,4/26/2016,2826,1.8400000334,1.8400000334,0.0,0.0,0.0,1.8300000429,0.0099999998,0,0,140,1300,1402
1624580081,5/1/2016,36019,28.0300006866,28.0300006866,0.0,21.9200000763,4.1900000572,1.9099999666,0.0199999996,186,63,171,1020,2690
1624580081,5/2/2016,7155,4.9299998283,4.9299998283,0.0,0.8600000143,0.5899999738,3.4700000286,0.0,7,6,166,1261,1497
1624580081,5/7/2016,2104,1.3700000048,1.3700000048,0.0,0.0,0.0,1.3700000048,0.0,0,0,182,1258,1474
1624580081,5/9/2016,1732,1.1299999952,1.1299999952,0.0,0.0,0.0,1.1299999952,0.0,0,0,91,1349,1328
1624580081,5/11/2016,3134,2.0399999619,2.0399999619,0.0,0.0,0.0,2.0399999619,0.0,0,0,112,1328,1359
1644430081,4/15/2016,5263,3.8299999237,3.8299999237,0.0,0.2199999988,0.150000006,3.4500000477,0.0,3,4,170,1263,2750
1644430081,4/16/2016,15300,11.1199998856,11.1199998856,0.0,4.0999999046,1.8799999952,5.0900001526,0.0,51,42,212,1135,3493
1644430081,4/24/2016,3321,2.4100000858,2.4100000858,0.0,0.0,0.0,2.4100000858,0.0,0,0,89,1351,2413
1644430081,5/7/2016,13372,9.720000267,9.720000267,0.0,3.2599999905,0.7900000215,5.6700000763,0.0099999998,41,17,243,1139,3404
1644430081,5/8/2016,6724,4.8899998665,4.8899998665,0.0,0.0,0.0,4.8800001144,0.0,0,0,295,991,2987
1644430081,5/9/2016,6643,4.8299999237,4.8299999237,0.0,2.3900001049,0.349999994,2.0899999142,0.0099999998,32,6,303,1099,3008
1644430081,5/10/2016,9167,6.6599998474,6.6599998474,0.0,0.8799999952,0.8100000024,4.9699997902,0.0099999998,12,19,155,1254,2799
1844505072,4/26/2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347
1844505072,4/27/2016,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1439,1348
1844505072,5/5/2016,2237,1.4800000191,1.4800000191,0.0,0.0,0.0,1.4800000191,0.0,0,0,120,1320,1589
1844505072,5/6/2016,44,0.0299999993,0.0299999993,0.0,0.0,0.0,0.0299999993,0.0,0,0,2,1438,1351
1844505072,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,711,665
2022484408,4/15/2016,11034,8.029999733,8.029999733,0.0,1.9400000572,0.3100000024,5.7800002098,0.0,27,9,282,1122,2525
2022484408,4/16/2016,10100,7.0900001526,7.0900001526,0.0,3.1500000954,0.5500000119,3.3900001049,0.0,41,11,151,1237,2177
2022484408,4/17/2016,15112,11.3999996185,11.3999996185,0.0,3.8699998856,0.6600000262,6.8800001144,0.0,28,29,331,1052,2782
2022484408,5/7/2016,6708,4.7100000381,4.7100000381,0.0,1.6100000143,0.0799999982,3.0199999809,0.0,20,2,149,1269,1995
2022484408,5/8/2016,3292,2.3099999428,2.3099999428,0.0,0.0,0.0,2.3099999428,0.0,0,0,135,1305,1848
2026352035,4/12/2016,4414,2.7400000095,2.7400000095,0.0,0.1899999976,0.349999994,2.2000000477,0.0,3,8,181,706,1459
2026352035,4/17/2016,838,0.5199999809,0.5199999809,0.0,0.0,0.0,0.5199999809,0.0,0,0,60,1053,1214
2026352035,4/18/2016,3325,2.0599999428,2.0599999428,0.0,0.0,0.0,2.0599999428,0.0,0,0,182,1062,1419
2026352035,4/24/2016,3490,2.1600000858,2.1600000858,0.0,0.0,0.0,2.1600000858,0.0,0,0,164,704,1401
2026352035,4/25/2016,6017,3.7300000191,3.7300000191,0.0,0.0,0.0,3.7300000191,0.0,0,0,260,821,1576
2026352035,4/28/2016,6375,3.9500000477,3.9500000477,0.0,0.0,0.0,3.9500000477,0.0,0,0,331,626,1649
2026352035,4/30/2016,4729,2.9300000668,2.9300000668,0.0,0.0,0.0,2.9300000668,0.0,0,0,233,594,1506
2026352035,5/2/2016,7018,4.3499999046,4.3499999046,0.0,0.0,0.0,4.3499999046,0.0,0,0,355,716,1690
2320127002,4/13/2016,7275,4.9000000954,4.9000000954,0.0,0.0,0.0,4.9000000954,0.0,0,0,335,1105,2003
2320127002,4/17/2016,6198,4.1799998283,4.1799998283,0.0,0.0,0.0,4.1799998283,0.0,0,0,249,1191,1852
2320127002,4/23/2016,5079,3.4200000763,3.4200000763,0.0,0.0,0.0,3.4200000763,0.0,0,0,242,1129,1804
2320127002,5/11/2016,6424,4.3299999237,4.3299999237,0.0,0.0,0.0,4.3299999237,0.0,0,0,300,1140,1903
2347167796,4/19/2016,6711,4.4400000572,4.4400000572,0.0,0.0,0.0,4.4400000572,0.0,0,7,382,648,2346
2873212765,4/22/2016,7286,4.9000000954,4.9000000954,0.0,0.4600000083,0.0,4.4200000763,0.0199999996,46,0,366,1028,2241
2873212765,4/26/2016,8242,5.5399999619,5.5399999619,0.0,0.1199999973,0.1800000072,5.2399997711,0.0,2,5,309,1124,1882
2873212765,5/6/2016,7063,4.75,4.75,0.0,0.0,0.1199999973,4.6100001335,0.0099999998,0,5,370,1065,1910
3977333714,4/12/2016,8856,5.9800000191,5.9800000191,0.0,3.0599999428,0.9100000262,2.0099999905,0.0,44,19,131,777,1450
3977333714,4/17/2016,10415,6.9699997902,6.9699997902,0.0,0.6999999881,2.3499999046,3.9200000763,0.0,11,58,205,600,1529
3977333714,4/19/2016,12414,8.779999733,8.779999733,0.0,2.2400000095,2.4500000477,3.9600000381,0.0,19,67,221,738,1638
3977333714,4/30/2016,13238,9.1999998093,9.1999998093,0.0,3.6900000572,2.0999999046,3.4100000858,0.0,43,52,194,687,1650
3977333714,5/8/2016,13585,9.0900001526,9.0900001526,0.0,0.6800000072,5.2399997711,3.1700000763,0.0,9,116,171,688,1633
3977333714,5/11/2016,746,0.5,0.5,0.0,0.3700000048,0.0,0.1299999952,0.0,4,0,9,13,52
4020332650,4/16/2016,1982,1.4199999571,1.4199999571,0.0,0.4499999881,0.3700000048,0.5899999738,0.0,65,21,55,1222,3051
4020332650,4/26/2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1980
4020332650,4/29/2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1980
4020332650,5/4/2016,10252,7.3499999046,7.3499999046,0.0,0.6700000167,1.0399999619,5.5799999237,0.0,13,46,346,531,3879
4020332650,5/7/2016,6132,4.4000000954,4.4000000954,0.0,0.0,0.0,3.5799999237,0.0,0,0,184,1256,2975
4319703577,4/13/2016,8204,5.5,5.5,0.0,0.5299999714,0.5899999738,1.3099999428,0.0,8,15,96,1234,2135
4319703577,4/14/2016,10210,6.8800001144,6.8800001144,0.0,0.1099999994,0.3300000131,6.4400000572,0.0,1,9,339,589,2302
4319703577,4/19/2016,8925,5.9899997711,5.9899997711,0.0,0.0,0.0,5.9899997711,0.0,0,0,311,604,2200
4319703577,4/26/2016,9899,6.6399998665,6.6399998665,0.0,0.5699999928,0.9200000167,5.1500000954,0.0,8,21,288,649,2236
4319703577,5/5/2016,13658,9.4899997711,9.4899997711,0.0,2.6300001144,1.4099999666,5.4499998093,0.0,27,34,328,957,2530
4319703577,5/6/2016,9524,6.4200000763,6.4200000763,0.0,0.4099999964,0.4699999988,5.4600000381,0.0,6,11,314,692,2266
4388161847,4/30/2016,12533,9.6400003433,9.6400003433,0.0,0.6999999881,2.0,6.9400000572,0.0,14,43,300,537,3283
4445114986,4/14/2016,3974,2.6700000763,2.6700000763,0.0,0.0,0.0,2.6700000763,0.0,0,0,231,717,2194
1503960366,4/28/2016,13154,8.529999733,8.529999733,0.0,3.5399999619,1.1599999666,3.7899999619,0.0,48,28,189,782,1898
1503960366,5/9/2016,12022,7.7199997902,7.7199997902,0.0,3.4500000477,0.5299999714,3.7400000095,0.0,46,11,206,835,1819
1624580081,4/21/2016,6349,4.1300001144,4.1300001144,0.0,0.0,0.0,4.1100001335,0.0199999996,0,0,186,1254,1467
1624580081,5/6/2016,1727,1.1200000048,1.1200000048,0.0,0.0,0.0,1.1200000048,0.0099999998,0,0,102,1338,1341
1644430081,4/12/2016,10694,7.7699999809,7.7699999809,0.0,0.1400000006,2.2999999523,5.3299999237,0.0,2,51,256,1131,3199
1644430081,4/14/2016,11037,8.0200004578,8.0200004578,0.0,0.3600000143,2.5599999428,5.0999999046,0.0,5,58,252,1125,3226
1644430081,4/17/2016,8757,6.3699998856,6.3699998856,0.0,2.25,0.5699999928,3.5499999523,0.0,29,13,186,1212,3011
1644430081,4/28/2016,9405,6.8400001526,6.8400001526,0.0,0.200000003,2.3199999332,4.3099999428,0.0,3,53,227,1157,3108
1844505072,4/20/2016,8,0.0099999998,0.0099999998,0.0,0.0,0.0,0.0099999998,0.0,0,0,1,1439,1349
1844505072,4/21/2016,8054,5.3200001717,5.3200001717,0.0,0.1199999973,0.5199999809,4.6799998283,0.0,2,13,308,1117,2062
1844505072,4/29/2016,4920,3.25,3.25,0.0,0.0,0.0,3.25,0.0,0,0,247,1082,1856
1844505072,4/30/2016,4014,2.6700000763,2.6700000763,0.0,0.0,0.0,2.6500000954,0.0,0,0,184,218,1763
1927972279,4/12/2016,678,0.4699999988,0.4699999988,0.0,0.0,0.0,0.4699999988,0.0,0,0,55,734,2220
1927972279,4/26/2016,3761,2.5999999046,2.5999999046,0.0,0.0,0.0,2.5999999046,0.0,0,0,192,1058,2638
1927972279,4/30/2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2064
1927972279,5/1/2016,2704,1.8700000048,1.8700000048,0.0,1.0099999905,0.0299999993,0.8299999833,0.0,14,1,70,1355,2411
1927972279,5/7/2016,1510,1.0399999619,1.0399999619,0.0,0.0,0.0,1.0399999619,0.0,0,0,48,1392,2229
2022484408,4/21/2016,12453,8.7399997711,8.7399997711,0.0,3.3299999237,1.1100000143,4.3099999428,0.0,104,53,255,1028,3158
2022484408,4/24/2016,13481,10.279999733,10.279999733,0.0,4.5500001907,1.1499999762,4.5799999237,0.0,37,26,216,1161,2529
2022484408,5/5/2016,11895,8.3500003815,8.3500003815,0.0,2.7899999619,0.8600000143,4.6999998093,0.0,55,20,253,1112,2609
2026352035,4/23/2016,12357,7.7100000381,7.7100000381,0.0,0.0,0.0,7.7100000381,0.0,0,0,432,458,1916
2026352035,4/27/2016,6088,3.7699999809,3.7699999809,0.0,0.0,0.0,3.7699999809,0.0,0,0,286,586,1593
2026352035,5/4/2016,6564,4.0700001717,4.0700001717,0.0,0.0,0.0,4.0700001717,0.0,0,0,345,530,1658
2026352035,5/9/2016,10685,6.6199998856,6.6199998856,0.0,0.0,0.0,6.5999999046,0.0,0,0,401,543,1869
2026352035,5/10/2016,254,0.1599999964,0.1599999964,0.0,0.0,0.0,0.1599999964,0.0,0,0,17,1002,1141
2320127002,4/12/2016,10725,7.4899997711,7.4899997711,0.0,1.1699999571,0.3100000024,6.0100002289,0.0,13,9,306,1112,2124
2347167796,4/26/2016,5980,3.9500000477,3.9500000477,0.0,0.0,0.0,3.9500000477,0.0,0,0,227,732,1861
2873212765,4/18/2016,7762,5.2399997711,5.2399997711,0.0,0.0700000003,0.2800000012,4.8899998665,0.0,1,6,311,1122,1890
2873212765,4/21/2016,8859,5.9800000191,5.9800000191,0.0,0.1299999952,0.3700000048,5.4699997902,0.0099999998,2,10,371,1057,1970
2873212765,4/24/2016,6873,4.6799998283,4.6799998283,0.0,3.0,0.0599999987,1.6200000048,0.0,46,1,190,1203,1898
2873212765,5/8/2016,8168,5.5399999619,5.5399999619,0.0,2.9000000954,0.0,2.6400001049,0.0,46,0,326,1068,2096
2873212765,5/11/2016,6440,4.3299999237,4.3299999237,0.0,0.0,0.0,4.3200001717,0.0099999998,0,0,319,1121,1826
3372868164,4/13/2016,9715,6.6300001144,6.6300001144,0.0,0.9900000095,0.3400000036,5.2699999809,0.0199999996,16,8,371,1045,2093
3977333714,4/21/2016,6093,4.0799999237,4.0799999237,0.0,0.0,0.0,4.0599999428,0.0,0,0,242,712,1397
3977333714,5/4/2016,13559,9.4399995804,9.4399995804,0.0,1.8099999428,4.5799999237,2.8900001049,0.0,14,96,142,852,1628
3977333714,5/5/2016,12312,8.5799999237,8.5799999237,0.0,1.7599999905,4.1100001335,2.7100000381,0.0,14,88,178,680,1618
3977333714,5/6/2016,11677,8.279999733,8.279999733,0.0,3.1099998951,2.5099999905,2.6700000763,0.0,29,55,168,676,1590
4020332650,4/12/2016,8539,6.1199998856,6.1199998856,0.0,0.150000006,0.2399999946,5.6799998283,0.0,4,15,331,712,3654
4020332650,4/17/2016,16,0.0099999998,0.0099999998,0.0,0.0,0.0,0.0099999998,0.0,0,0,2,1438,1990
4020332650,4/21/2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1980
4020332650,4/23/2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1980
4057192912,4/14/2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1776
4319703577,4/18/2016,2276,1.5499999523,1.5499999523,0.0,0.0700000003,0.3300000131,1.1200000048,0.0,1,9,58,824,1632
4319703577,4/20/2016,8954,6.0100002289,6.0100002289,0.0,0.0,0.6800000072,5.3099999428,0.0,0,18,306,671,2220
4388161847,4/14/2016,8863,6.8200001717,6.8200001717,0.0,0.1299999952,1.0700000525,5.6199998856,0.0,10,35,219,945,2998
4388161847,4/23/2016,13236,10.1800003052,10.1800003052,0.0,4.5,0.3199999928,5.3499999046,0.0,58,5,215,749,3306
4388161847,4/27/2016,11193,8.6099996567,8.6099996567,0.0,0.6999999881,2.5099999905,5.3899998665,0.0,11,48,241,684,3074
4388161847,4/29/2016,9232,7.0999999046,7.0999999046,0.0,0.8000000119,0.8899999857,5.4200000763,0.0,13,16,236,1175,2979
4388161847,5/8/2016,17298,14.3800001144,14.3800001144,0.0,9.8900003433,1.2599999905,3.2300000191,0.0,107,38,178,576,3934
4388161847,5/9/2016,10218,7.8600001335,7.8600001335,0.0,0.3400000036,0.7300000191,6.7899999619,0.0,6,19,258,1020,3013
4445114986,4/26/2016,6326,4.4099998474,4.4099998474,0.0,2.4100000858,0.0399999991,1.9600000381,0.0,29,1,180,839,2291
4445114986,5/5/2016,3800,2.5499999523,2.5499999523,0.0,0.1199999973,0.2399999946,2.1800000668,0.0,2,6,185,734,2120
4445114986,5/9/2016,5275,3.5399999619,3.5399999619,0.0,0.0,0.0,3.5399999619,0.0,0,0,266,641,2281
4558609924,4/25/2016,8095,5.3499999046,5.3499999046,0.0,0.5899999738,0.25,4.5100002289,0.0,18,10,340,993,2225
4558609924,4/27/2016,9557,6.3200001717,6.3200001717,0.0,1.9600000381,0.8899999857,3.4600000381,0.0,27,14,312,1087,2098
4558609924,4/30/2016,10319,6.8200001717,6.8200001717,0.0,0.4699999988,1.8899999857,4.4600000381,0.0,7,29,293,1111,2105
